movieId,title,rating,imdbId,tmdbId,content
3071,Stand and Deliver (1988),3.5,94027,29154.0,Comedy Drama high school
3072,Moonstruck (1987),3.56,93565,2039.0,Comedy Romance New York
3073,"Sandpiper, The (1965)",5.0,59674,77915.0,Drama Romance 
3074,Jeremiah Johnson (1972),4.25,68762,11943.0,Western 
3075,Repulsion (1965),4.17,59646,11481.0,Drama Horror 
3076,Irma la Douce (1963),3.62,57187,2690.0,Comedy 
3077,42 Up (1998),4.0,164312,20565.0,Documentary In Netflix queue Up series
3078,Liberty Heights (1999),4.0,165859,27141.0,Drama 
3079,Mansfield Park (1999),3.08,178737,10399.0,Comedy Drama Romance 
3081,Sleepy Hollow (1999),3.48,162661,2668.0,Fantasy Horror Mystery Romance Ichabod Crane
3082,"World Is Not Enough, The (1999)",3.33,143145,36643.0,Action Adventure Thriller 
3083,All About My Mother (Todo sobre mi madre) (1999),4.16,185125,99.0,Drama 
3086,Babes in Toyland (1934),5.0,24852,25898.0,Children Comedy Fantasy Musical 
3087,Scrooged (1988),3.17,96061,9647.0,Comedy Fantasy Romance christmas new york
3088,Harvey (1950),3.83,42546,11787.0,Comedy Fantasy 
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),4.12,40522,5156.0,Drama 
3090,Matewan (1987),4.17,93509,24276.0,Drama 
3091,Kagemusha (1980),4.12,80979,11953.0,Drama War 
3093,McCabe & Mrs. Miller (1971),3.75,67411,29005.0,Drama Western 
3094,Maurice (1987),4.0,93512,26371.0,Drama Romance 
3095,"Grapes of Wrath, The (1940)",4.11,32551,596.0,Drama depression dust bowl
3096,My Man Godfrey (1957),5.0,50738,52470.0,Comedy 
3097,"Shop Around the Corner, The (1940)",3.67,33045,20334.0,Comedy Drama Romance remade
3098,"Natural, The (1984)",3.65,87781,11393.0,Drama baseball sports
3099,Shampoo (1975),3.07,73692,31121.0,Comedy Drama Romance 
3100,"River Runs Through It, A (1992)",3.93,105265,293.0,Drama 
3101,Fatal Attraction (1987),3.1,93010,10998.0,Drama Thriller adultery
3102,Jagged Edge (1985),3.57,89360,12235.0,Crime Romance Thriller 
3103,Stanley & Iris (1990),2.75,100680,36094.0,Drama Romance 
3104,Midnight Run (1988),3.64,95631,9013.0,Action Comedy Crime Thriller 
3105,Awakenings (1990),3.68,99077,11005.0,Drama Mystery 
3106,Come See the Paradise (1990),1.0,99291,59820.0,Drama Romance 
3107,Backdraft (1991),3.3,101393,2924.0,Action Drama 
3108,"Fisher King, The (1991)",3.81,101889,177.0,Comedy Drama Fantasy Romance homeless
3109,"River, The (1984)",3.5,88007,38557.0,Drama 
3111,Places in the Heart (1984),4.25,87921,13681.0,Drama racism
3112,'night Mother (1986),3.0,90556,34760.0,Drama 
3113,End of Days (1999),2.7,146675,9946.0,Action Fantasy Horror Mystery Thriller 
3114,Toy Story 2 (1999),3.86,120363,863.0,Adventure Animation Children Comedy Fantasy Disney Pixar Tom Hanks animation funny original sequel
3115,Flawless (1999),4.0,155711,31582.0,Drama men in drag
3117,Ride with the Devil (1999),3.88,134154,22267.0,Drama Romance War 
3120,"Distinguished Gentleman, The (1992)",3.5,104114,10411.0,Comedy 
3125,"End of the Affair, The (1999)",4.0,172396,20024.0,Drama Graham Greene
3127,Holy Smoke (1999),2.83,144715,13787.0,Comedy Drama 
3129,Sweet and Lowdown (1999),3.67,158371,9684.0,Comedy Drama 
3130,Bonfire of the Vanities (1990),2.4,99165,9586.0,Comedy Crime Drama 
3132,Daddy Long Legs (1919),2.0,10040,70801.0,Comedy Drama 
3134,Grand Illusion (La grande illusion) (1937),3.71,28950,777.0,Drama War downbeat poignant
3135,"Great Santini, The (1979)",3.67,79239,21887.0,Drama fatherhood
3138,Stealing Home (1988),3.0,96171,32331.0,Drama 
3141,"Two Jakes, The (1990)",1.25,100828,32669.0,Drama 
3142,U2: Rattle and Hum (1988),3.25,96328,18161.0,Documentary Musical 
3143,Hell in the Pacific (1968),3.0,63056,31681.0,Drama War 
3145,Cradle Will Rock (1999),3.17,150216,32274.0,Drama 
3146,Deuce Bigalow: Male Gigolo (1999),2.32,205000,10402.0,Comedy 
3147,"Green Mile, The (1999)",4.15,120689,497.0,Crime Drama Stephen King
3148,"Cider House Rules, The (1999)",3.75,124315,1715.0,Drama 
3150,"War Zone, The (1999)",3.25,141974,42739.0,Drama Thriller 
3152,"Last Picture Show, The (1971)",4.5,67328,25188.0,Drama black-and-white
3153,"7th Voyage of Sinbad, The (1958)",4.4,51337,15515.0,Action Adventure Fantasy 
3155,Anna and the King (1999),3.67,166485,1439.0,Drama Romance 
3156,Bicentennial Man (1999),2.8,182789,2277.0,Drama Romance Sci-Fi 
3157,Stuart Little (1999),2.84,164912,10137.0,Children Comedy Fantasy 
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",3.67,162866,10387.0,Drama 
3159,Fantasia 2000 (1999),3.83,120910,49948.0,Animation Children Musical IMAX 
3160,Magnolia (1999),3.71,175880,334.0,Drama L.A.
3161,Onegin (1999),3.0,119079,30237.0,Drama Romance 
3162,Simpatico (1999),3.0,174204,50116.0,Comedy Drama 
3163,Topsy-Turvy (1999),3.88,151568,46435.0,Comedy Drama Musical 
3165,Boiling Point (1993),3.0,106455,22213.0,Action Drama 
3167,Carnal Knowledge (1971),3.5,66892,36492.0,Comedy Drama 
3168,Easy Rider (1969),3.6,64276,624.0,Adventure Drama 
3169,The Falcon and the Snowman (1985),3.3,87231,26578.0,Crime Drama Thriller 
3171,Room at the Top (1959),4.0,53226,43103.0,Drama 
3173,Any Given Sunday (1999),3.0,146838,9563.0,Drama 
3174,Man on the Moon (1999),3.49,125664,1850.0,Comedy Drama Andy Kaufman
3175,Galaxy Quest (1999),3.58,177789,926.0,Adventure Comedy Sci-Fi spoof
3176,"Talented Mr. Ripley, The (1999)",3.34,134119,1213.0,Drama Mystery Thriller Europe Jude Law based on a book creepy disturbing murder obsession psychology secrets serial killer suspense
3177,Next Friday (2000),3.25,195945,10471.0,Comedy 
3178,"Hurricane, The (1999)",3.53,174856,10400.0,Drama boxing
3179,Angela's Ashes (1999),3.33,145653,10397.0,Drama 
3181,Titus (1999),3.92,120866,12524.0,Drama Shakespeare
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",4.0,192335,28216.0,Documentary 
3183,"Third Miracle, The (1999)",3.0,174268,36773.0,Drama 
3185,Snow Falling on Cedars (1999),3.33,120834,10219.0,Drama 
3186,"Girl, Interrupted (1999)",3.46,172493,3558.0,Drama Brittany Murphy Mental Hospital asylum based on a true story psychology winona ryder
3189,My Dog Skip (1999),3.55,156812,17908.0,Children Drama 
3190,Supernova (2000),2.0,134983,10384.0,Adventure Sci-Fi Thriller 
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",3.0,169302,48233.0,Drama In Netflix queue
3194,"Way We Were, The (1973)",3.62,70903,10236.0,Drama Romance 
3196,Stalag 17 (1953),3.72,46359,632.0,Drama War 
3197,"Presidio, The (1988)",2.86,95897,11851.0,Action Crime Romance Thriller 
3198,Papillon (1973),3.93,70511,5924.0,Crime Drama 
3200,"Last Detail, The (1973)",4.25,70290,14886.0,Comedy Drama 
3201,Five Easy Pieces (1970),4.5,65724,26617.0,Drama 
3203,Dead Calm (1989),3.17,97162,10493.0,Thriller 
3204,"Boys from Brazil, The (1978)",3.69,77269,16241.0,Action Mystery Thriller 
3206,Against All Odds (1984),2.33,86859,22160.0,Romance 
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),2.19,107659,9644.0,Action Comedy 
3210,Fast Times at Ridgemont High (1982),3.48,83929,13342.0,Comedy Drama Romance high school
3211,"Cry in the Dark, A (1988)",3.75,94924,35119.0,Drama Australia a dingo ate my baby
3213,Batman: Mask of the Phantasm (1993),4.12,106364,14919.0,Animation Children 
3214,American Flyers (1985),3.5,88707,14040.0,Drama 
3217,"Star Is Born, A (1937)",3.5,29606,22692.0,Drama 
3219,Pacific Heights (1990),3.19,100318,2990.0,Mystery Thriller 
3221,"Draughtsman's Contract, The (1982)",3.7,83851,10831.0,Drama 
3223,"Zed & Two Noughts, A (1985)",3.0,90366,33078.0,Drama 
3224,Woman in the Dunes (Suna no onna) (1964),4.75,58625,16672.0,Drama 
3225,Down to You (2000),2.0,186975,10472.0,Comedy Romance 
3230,"Odessa File, The (1974)",3.88,71935,21489.0,Thriller 
3235,Where the Buffalo Roam (1980),3.67,81748,13005.0,Comedy 
3238,Eye of the Beholder (1999),1.58,120662,18681.0,Thriller 
3240,"Big Tease, The (1999)",3.25,156639,20468.0,Comedy 
3241,"Cup, The (Phörpa) (1999)",4.5,201840,14521.0,Comedy 
3243,Encino Man (1992),2.4,104187,10406.0,Comedy 
3244,"Goodbye Girl, The (1977)",3.71,76095,14741.0,Comedy Romance 
3246,Malcolm X (1992),4.17,104797,1883.0,Drama 
3247,Sister Act (1992),3.03,105417,2005.0,Comedy Crime nuns
3248,Sister Act 2: Back in the Habit (1993),1.89,108147,6279.0,Comedy 
3249,"Hand That Rocks the Cradle, The (1992)",3.11,104389,11087.0,Drama Thriller 
3250,Alive (1993),3.17,106246,7305.0,Drama In Netflix queue
3251,Agnes of God (1985),3.7,88683,24735.0,Drama Mystery 
3252,Scent of a Woman (1992),3.59,105323,9475.0,Drama 
3253,Wayne's World (1992),3.48,105793,8872.0,Comedy 
3254,Wayne's World 2 (1993),3.3,108525,8873.0,Comedy 
3255,"League of Their Own, A (1992)",3.47,104694,11287.0,Comedy Drama 
3256,Patriot Games (1992),3.52,105112,9869.0,Action Crime Drama Thriller 
3257,"Bodyguard, The (1992)",2.86,103855,619.0,Drama Romance Thriller 
3258,Death Becomes Her (1992),2.87,104070,9374.0,Comedy Fantasy plastic surgery
3259,Far and Away (1992),3.14,104231,11259.0,Adventure Drama Romance Ireland
3260,Howards End (1992),4.0,104454,8293.0,Drama E.M. Forster
3261,Singles (1992),3.18,105415,11068.0,Comedy Drama Romance 
3262,Twin Peaks: Fire Walk with Me (1992),3.41,105665,1923.0,Crime Drama Mystery Thriller 
3263,White Men Can't Jump (1992),3.05,105812,10158.0,Comedy Drama basketball
3264,Buffy the Vampire Slayer (1992),2.42,103893,10206.0,Action Comedy Horror 
3265,Hard-Boiled (Lat sau san taam) (1992),4.0,104684,11782.0,Action Crime Drama Thriller gun fu heroic bloodshed
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),4.5,103905,10086.0,Comedy Crime Drama Thriller black comedy crazy dark dark comedy dark humor serial killer
3267,"Mariachi, El (1992)",3.56,104815,9367.0,Action Crime Thriller Western 
3268,Stop! Or My Mom Will Shoot (1992),1.77,105477,9876.0,Action Comedy 
3269,Forever Young (1992),2.85,104291,10326.0,Drama Romance Sci-Fi 
3270,"Cutting Edge, The (1992)",2.79,104040,16562.0,Comedy Drama Romance figure skating
3271,Of Mice and Men (1992),3.68,105046,9609.0,Drama 
3272,Bad Lieutenant (1992),3.44,103759,12143.0,Crime Drama 
3273,Scream 3 (2000),2.67,134084,4234.0,Comedy Horror Mystery Thriller slasher spoof
3274,Single White Female (1992),3.38,105414,9605.0,Drama Thriller 
3275,"Boondock Saints, The (2000)",4.22,144117,8374.0,Action Crime Drama Thriller 
3276,Gun Shy (2000),1.0,171356,29076.0,Comedy 
3280,"Baby, The (1973)",1.5,69754,28156.0,Horror 
3281,"Brandon Teena Story, The (1998)",2.0,144801,113096.0,Documentary sexuality
3283,Minnie and Moskowitz (1971),3.25,67433,24349.0,Action 
3284,They Might Be Giants (1971),3.0,67848,27841.0,Comedy Mystery Romance 
3285,"Beach, The (2000)",3.06,163978,1907.0,Adventure Drama 
3286,Snow Day (2000),2.3,184907,15489.0,Comedy 
3287,"Tigger Movie, The (2000)",3.17,220099,15655.0,Animation Children 
3289,Not One Less (Yi ge dou bu neng shao) (1999),4.5,209189,36210.0,Drama 
3294,Eaten Alive (1977),1.5,74455,30062.0,Horror 
3295,Raining Stones (1993),4.0,107920,62463.0,Drama 
3296,To Sir with Love (1967),4.07,62376,25934.0,Drama 
3298,Boiler Room (2000),3.71,181984,14181.0,Crime Drama Thriller 
3299,Hanging Up (2000),2.67,162983,10385.0,Comedy Drama 
3300,Pitch Black (2000),3.56,134847,2787.0,Horror Sci-Fi Thriller 
3301,"Whole Nine Yards, The (2000)",3.52,190138,2069.0,Comedy Crime 
3302,Beautiful People (1999),4.75,159272,61416.0,Comedy 
3303,Black Tar Heroin: The Dark End of the Street (2000),5.0,221023,79515.0,Documentary 
3306,"Circus, The (1928)",4.12,18773,28978.0,Comedy big top circus
3307,City Lights (1931),3.85,21749,901.0,Comedy Drama Romance blind
3308,"Flamingo Kid, The (1984)",2.86,87265,25010.0,Comedy Drama 
3310,"Kid, The (1921)",4.1,12349,10098.0,Comedy Drama orphans
3313,Class Reunion (1982),1.5,84395,33374.0,Comedy 
3315,Happy Go Lovely (1951),4.5,43618,127602.0,Musical 
3316,Reindeer Games (2000),2.46,184858,2155.0,Action Thriller 
3317,Wonder Boys (2000),3.66,185014,11004.0,Comedy Drama writing
3323,Chain of Fools (2000),4.0,194368,20682.0,Comedy Crime 
3324,Drowning Mona (2000),1.33,186045,25166.0,Comedy 
3325,"Next Best Thing, The (2000)",2.17,156841,1831.0,Comedy Drama 
3326,What Planet Are You From? (2000),3.17,181151,10416.0,Comedy Sci-Fi 
3327,Beyond the Mat (1999),3.7,218043,14271.0,Documentary 
3328,Ghost Dog: The Way of the Samurai (1999),4.05,165798,4816.0,Crime Drama 
3329,The Year My Voice Broke (1987),4.0,94347,19958.0,Drama Romance 
3330,Splendor in the Grass (1961),4.25,55471,28569.0,Drama Romance adolescence sexuality
3331,My Tutor (1983),2.0,85980,2193.0,Drama 
3334,Key Largo (1948),4.2,40506,11016.0,Crime Drama Film-Noir Thriller 
3338,For All Mankind (1989),,97372,20423.0,Documentary In Netflix queue
3341,Born Yesterday (1950),4.29,42276,24481.0,Comedy remade
3342,Birdy (1984),3.5,86969,11296.0,Drama War 
3344,Blood Feast (1963),4.0,56875,28172.0,Horror 
3345,"Charlie, the Lonesome Cougar (1967)",3.0,62793,57855.0,Adventure Children 
3347,Never Cry Wolf (1983),4.17,86005,14280.0,Adventure Drama 
3350,"Raisin in the Sun, A (1961)",3.83,55353,29478.0,Drama 
3353,"Closer You Get, The (2000)",4.5,218112,73642.0,Comedy Romance 
3354,Mission to Mars (2000),2.69,183523,2067.0,Sci-Fi 
3355,"Ninth Gate, The (1999)",3.2,142688,622.0,Fantasy Horror Mystery Thriller 
3357,East-West (Est-ouest) (1999),4.0,181530,28463.0,Drama Romance 
3358,Defending Your Life (1991),3.85,101698,12186.0,Comedy Drama Fantasy Romance 
3359,Breaking Away (1979),4.09,78902,20283.0,Comedy Drama 
3360,Hoosiers (a.k.a. Best Shot) (1986),3.7,91217,5693.0,Drama Romance basketball
3361,Bull Durham (1988),3.67,94812,287.0,Comedy Drama Romance 
3362,Dog Day Afternoon (1975),3.93,72890,968.0,Crime Drama 
3363,American Graffiti (1973),3.85,69704,838.0,Comedy Drama 
3364,"Asphalt Jungle, The (1950)",3.67,42208,16958.0,Crime Film-Noir 
3365,"Searchers, The (1956)",4.07,49730,3114.0,Drama Western 
3368,"Big Country, The (1958)",3.25,51411,12501.0,Romance Western 
3370,Betrayed (1988),2.5,94731,31618.0,Drama Thriller 
3372,"Bridge at Remagen, The (1969)",4.0,64110,15873.0,Action War 
3374,Daughters of the Dust (1991),4.0,104057,68427.0,Drama 
3378,"Ogre, The (Unhold, Der) (1996)",4.0,118043,48213.0,Drama 
3379,On the Beach (1959),4.5,53137,35412.0,Drama 
3384,"Taking of Pelham One Two Three, The (1974)",4.5,72251,8333.0,Action Crime subway
3385,Volunteers (1985),2.81,90274,19259.0,Comedy Peace Corp
3386,JFK (1991),3.5,102138,820.0,Drama Mystery Thriller politics president
3387,Who's Harry Crumb? (1989),2.86,98645,11718.0,Comedy Mystery 
3388,Harry and the Hendersons (1987),2.55,93148,8989.0,Children Comedy 
3389,Let's Get Harry (1986),2.0,91400,32031.0,Action Adventure 
3390,Shanghai Surprise (1986),2.0,91934,58048.0,Adventure Crime Drama Romance 
3391,Who's That Girl? (1987),2.5,94321,26827.0,Comedy 
3392,She-Devil (1989),2.33,98309,11157.0,Comedy 
3393,Date with an Angel (1987),1.33,92834,28370.0,Comedy Fantasy Romance 
3394,Blind Date (1987),2.36,92666,918.0,Comedy Romance 
3395,Nadine (1987),3.0,93596,61178.0,Comedy 
3396,"Muppet Movie, The (1979)",3.59,79588,11176.0,Adventure Children Comedy Musical 
3397,"Great Muppet Caper, The (1981)",3.45,82474,14900.0,Children Comedy 
3398,"Muppets Take Manhattan, The (1984)",3.33,87755,11899.0,Children Comedy Musical 
3400,We're Back! A Dinosaur's Story (1993),3.0,108526,18890.0,Adventure Animation Children Fantasy 
3401,Baby... Secret of the Lost Legend (1985),2.2,88760,19736.0,Adventure Sci-Fi 
3402,Turtle Diary (1985),4.0,90219,123047.0,Comedy Drama Romance 
3403,Raise the Titanic (1980),4.0,81400,24575.0,Drama Thriller 
3404,Titanic (1953),3.58,46435,16535.0,Action Drama 
3405,"Night to Remember, A (1958)",3.0,51994,10971.0,Action Drama 
3406,Captain Horatio Hornblower R.N. (1951),3.0,43379,23928.0,Action Adventure Drama War 
3408,Erin Brockovich (2000),3.53,195685,462.0,Drama scandal true story
3409,Final Destination (2000),2.93,195714,9532.0,Drama Thriller 
3410,Soft Fruit (1999),4.0,180181,117259.0,Comedy Drama 
3412,"Bear, The (Ours, L') (1988)",3.42,95800,2383.0,Adventure Children Drama 
3414,Love Is a Many-Splendored Thing (1955),4.0,48316,53879.0,Drama Romance War 
3415,"Mirror, The (Zerkalo) (1975)",4.17,72443,1396.0,Drama 
3417,"Crimson Pirate, The (1952)",3.0,44517,11570.0,Adventure Comedy 
3418,Thelma & Louise (1991),3.46,103074,1541.0,Adventure Crime Drama 
3420,...And Justice for All (1979),3.17,78718,17443.0,Drama Thriller lawyers
3421,Animal House (1978),3.69,77975,8469.0,Comedy TOGA college
3422,She's Gotta Have It (1986),3.33,91939,27995.0,Comedy Romance 
3423,School Daze (1988),2.17,96054,36739.0,Drama 
3424,Do the Right Thing (1989),4.04,97216,925.0,Drama great cinematography racism
3425,Mo' Better Blues (1990),3.4,100168,41823.0,Drama Musical 
3426,Jungle Fever (1991),3.07,102175,1713.0,Drama Romance 
3428,"Champ, The (1979)",3.0,78950,30547.0,Drama 
3429,Creature Comforts (1989),4.25,99317,54825.0,Animation Comedy aardman
3430,Death Wish (1974),3.0,71402,13939.0,Action Crime Drama 
3431,Death Wish 2 (1982),1.67,82250,14373.0,Action Drama 
3432,Death Wish 3 (1985),1.5,89003,24873.0,Action Drama 
3433,Death Wish 4: The Crackdown (1987),1.0,92857,26263.0,Action Drama 
3434,Death Wish 5: The Face of Death (1994),1.0,109578,34746.0,Action Drama 
3435,Double Indemnity (1944),4.32,36775,996.0,Crime Drama Film-Noir Insurance
3436,Dying Young (1991),3.75,101787,9079.0,Drama Romance 
3438,Teenage Mutant Ninja Turtles (1990),3.0,100758,1498.0,Action Children Comedy Fantasy Sci-Fi 
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),2.69,103060,1497.0,Action Children Fantasy 
3440,Teenage Mutant Ninja Turtles III (1993),2.07,108308,1499.0,Action Adventure Children Comedy Fantasy 
3441,Red Dawn (1984),3.43,87985,1880.0,Action Drama War 
3442,Band of the Hand (1986),1.0,90693,33762.0,Action Crime Drama 
3444,Bloodsport (1988),2.94,92675,11690.0,Action 
3445,Eyes of Laura Mars (1978),3.5,77530,29143.0,Mystery Thriller 
3446,Funny Bones (1995),2.75,113133,35292.0,Comedy Drama 
3447,"Good Earth, The (1937)",4.0,28944,36652.0,Drama Pearl S Buck
3448,"Good Morning, Vietnam (1987)",3.8,93105,801.0,Comedy Drama War 
3449,"Good Mother, The (1988)",4.0,95238,104301.0,Drama 
3450,Grumpy Old Men (1993),3.29,107050,11520.0,Comedy 
3451,Guess Who's Coming to Dinner (1967),4.55,61735,1879.0,Drama Hepburn and Tracy interracial marriage prejudice racism
3452,Romeo Must Die (2000),3.08,165929,2085.0,Action Crime Romance Thriller 
3453,Here on Earth (2000),3.0,195778,13539.0,Drama Romance 
3454,Whatever It Takes (2000),2.25,202402,16222.0,Comedy Romance 
3455,Buddy Boy (1999),2.5,146516,109479.0,Drama Thriller 
3456,"Color of Paradise, The (Rang-e khoda) (1999)",,191043,17078.0,Drama In Netflix queue
3459,Gothic (1986),4.0,91142,33516.0,Drama Horror 
3461,Lord of the Flies (1963),3.04,57261,9960.0,Adventure Drama Thriller island
3462,Modern Times (1936),3.72,27977,3082.0,Comedy Drama Romance factory
3466,Heart and Souls (1993),3.0,107091,12187.0,Comedy Fantasy 
3467,Hud (1963),3.75,57163,24748.0,Drama Western 
3468,"Hustler, The (1961)",4.33,54997,990.0,Drama pool
3469,Inherit the Wind (1960),4.08,53946,1908.0,Drama court evolution religion
3470,Dersu Uzala (1975),4.3,71411,9764.0,Adventure Drama 
3471,Close Encounters of the Third Kind (1977),3.74,75860,840.0,Adventure Drama Sci-Fi 
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),5.0,74718,42237.0,Comedy 
3474,Retroactive (1997),4.0,117468,26689.0,Sci-Fi Thriller 
3475,"Place in the Sun, A (1951)",4.5,43924,25673.0,Drama Romance class
3476,Jacob's Ladder (1990),3.56,99871,2291.0,Horror Mystery 
3477,Empire Records (1995),3.38,112950,13531.0,Comedy Drama 
3478,"Bamba, La (1987)",2.79,93378,16620.0,Drama 
3479,Ladyhawke (1985),3.33,89457,526.0,Adventure Fantasy Romance 
3480,Lucas (1986),3.33,91445,13346.0,Drama Romance 
3481,High Fidelity (2000),3.67,146882,243.0,Comedy Drama Romance Nick Hornby music
3483,"Road to El Dorado, The (2000)",3.12,138749,10501.0,Animation Children 
3484,"Skulls, The (2000)",2.75,192614,11478.0,Thriller 
3489,Hook (1991),3.36,102057,879.0,Adventure Comedy Fantasy Peter Pan
3492,"Son of the Sheik, The (1926)",4.0,17416,85689.0,Adventure Comedy Romance 
3494,True Grit (1969),4.0,65126,17529.0,Adventure Drama Western 
3496,Madame Sousatzka (1988),5.0,95564,118098.0,Drama 
3497,Max Dugan Returns (1983),2.5,85919,1793.0,Comedy 
3498,Midnight Express (1978),4.0,77928,11327.0,Drama In Netflix queue
3499,Misery (1990),3.84,100157,1700.0,Drama Horror Thriller claustrophobic horror scary stephen king suspenseful tense thriller
3500,Mr. Saturday Night (1992),3.0,104928,54087.0,Comedy Drama 
3501,Murphy's Romance (1985),2.3,89643,34322.0,Comedy Romance 
3502,My Life (1993),3.5,107630,41659.0,Drama death
3503,Solaris (Solyaris) (1972),4.09,69293,593.0,Drama Mystery Sci-Fi 
3504,Network (1976),4.02,74958,10774.0,Comedy Drama journalism
3505,No Way Out (1987),3.72,93640,10083.0,Drama Mystery Thriller 
3506,North Dallas Forty (1979),3.0,79640,29786.0,Comedy Drama 
3507,"Odd Couple, The (1968)",4.07,63374,11356.0,Comedy In Netflix queue
3508,"Outlaw Josey Wales, The (1976)",4.25,75029,10747.0,Action Adventure Drama Thriller Western 
3510,Frequency (2000),3.42,186151,10559.0,Drama Thriller 
3511,Ready to Rumble (2000),2.25,217756,20697.0,Comedy 
3512,Return to Me (2000),3.56,122459,2621.0,Drama Romance transplants
3513,Rules of Engagement (2000),3.07,160797,10479.0,Drama Thriller 
3514,Joe Gould's Secret (2000),3.0,172632,125709.0,Drama 
3515,Me Myself I (2000),3.61,183503,49721.0,Comedy Romance alternate endings
3516,"Bell, Book and Candle (1958)",3.38,51406,2006.0,Comedy Fantasy Romance 
3519,Force 10 from Navarone (1978),2.92,77572,17339.0,Action Drama War 
3521,Mystery Train (1989),3.43,97940,11305.0,Comedy Drama 
3524,Arthur (1981),2.8,82031,13665.0,Comedy Romance 
3525,Bachelor Party (1984),2.9,86927,12309.0,Comedy 
3526,Parenthood (1989),3.7,98067,1552.0,Comedy Drama families
3527,Predator (1987),3.58,93773,106.0,Action Sci-Fi Thriller Arnold Schwarzenegger Jesse Ventura aliens dialogue guns macho sci-fi scifi cult
3528,"Prince of Tides, The (1991)",3.4,102713,10333.0,Drama Romance psychiatrist
3529,"Postman Always Rings Twice, The (1981)",3.5,82934,11027.0,Crime Thriller 
3531,All the Vermeers in New York (1990),5.0,99014,123757.0,Comedy Drama Romance 
3534,28 Days (2000),3.3,191754,10468.0,Drama 
3535,American Psycho (2000),3.79,144084,1359.0,Crime Horror Mystery Thriller 
3536,Keeping the Faith (2000),3.45,171433,4967.0,Comedy Drama Romance priest rabbi
3537,Where the Money Is (2000),3.33,149367,31776.0,Comedy Drama 
3538,East is East (1999),3.2,166175,10557.0,Comedy 
3539,"Filth and the Fury, The (2000)",3.25,236216,27745.0,Documentary 
3543,Diner (1982),3.75,83833,13776.0,Comedy Drama 
3544,Shakes the Clown (1992),2.33,102898,26291.0,Comedy 
3545,Cabaret (1972),3.0,68327,10784.0,Drama Musical 
3546,What Ever Happened to Baby Jane? (1962),4.5,56687,10242.0,Drama Horror Thriller show business
3548,Auntie Mame (1958),3.7,51383,16347.0,Comedy Drama 1920s
3549,Guys and Dolls (1955),3.94,48140,4825.0,Comedy Musical Romance Gambling
3550,The Hunger (1983),3.67,85701,11654.0,Horror 
3551,Marathon Man (1976),3.46,74860,10518.0,Crime Drama Thriller 
3552,Caddyshack (1980),3.83,80487,11977.0,Comedy golf
3553,Gossip (2000),2.4,176783,18041.0,Drama Thriller 
3554,Love and Basketball (2000),3.0,199725,14736.0,Drama Romance 
3555,U-571 (2000),3.42,141926,3536.0,Action Thriller War 
3556,"Virgin Suicides, The (1999)",3.77,159097,1443.0,Drama Romance 1970s sofia coppola suicide
3557,Jennifer 8 (1992),2.9,104549,10424.0,Mystery Thriller 
3559,Limelight (1952),3.67,44837,28971.0,Comedy Drama Romance In Netflix queue
3563,"Crow: Salvation, The (2000)",2.5,132910,9456.0,Action Horror 
3564,"Flintstones in Viva Rock Vegas, The (2000)",1.62,158622,889.0,Children Comedy 
3565,Where the Heart Is (2000),3.5,198021,10564.0,Comedy Drama 
3566,"Big Kahuna, The (2000)",2.88,189584,15723.0,Comedy Drama business religion
3567,Bossa Nova (2000),5.0,180837,19600.0,Comedy Drama Romance 
3568,Smiling Fish and Goat on Fire (1999),4.0,162348,125537.0,Comedy Romance 
3569,"Idiots, The (Idioterne) (1998)",4.0,154421,452.0,Comedy Drama 
3571,Time Code (2000),3.0,220100,36234.0,Comedy Drama 
3572,Carnosaur (1993),2.0,106521,39283.0,Horror Sci-Fi 
3573,Carnosaur 2 (1995),1.5,112634,65460.0,Horror Sci-Fi 
3574,Carnosaur 3: Primal Species (1996),1.0,115834,55667.0,Horror Sci-Fi 
3576,"Hidden, The (1987)",3.5,93185,12476.0,Action Horror Sci-Fi 
3577,Two Moon Junction (1988),2.0,96324,5241.0,Drama Romance 
3578,Gladiator (2000),3.94,172495,98.0,Action Adventure Drama Epic Romans Rome Russell Crowe ancient Rome history imdb top 250 revenge
3580,Up at the Villa (2000),3.5,153464,47724.0,Drama 
3581,Human Traffic (1999),3.5,188674,11129.0,Comedy 
3584,Breathless (1983),2.0,85276,1058.0,Action Drama Romance Thriller 
3586,The Idolmaker (1980),4.0,80913,42159.0,Drama Romance 
3587,Inferno (1980),2.5,80923,16395.0,Horror 
3590,"Lords of Flatbush, The (1974)",2.0,71772,38925.0,Comedy Drama 
3591,Mr. Mom (1983),2.73,85970,13105.0,Comedy Drama 
